店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
新辣道鱼火锅(爱琴海店),6070025,鱼火锅,新辣道,1833433,http://p0.meituan.net/poi/26ef5d50481923db677d37085ce964e322599.png,4.2,93,50,太阳宫,14,39.971988,116.436423,朝阳区太阳宫七圣路中街12号院爱琴海购物中心4层,4,"143,119,142,120,",免费停车,每满100减9（买单立享）;双人餐169元;50代100元，91代100元;,周一至周日 10:00-22:00,010-84240158,59369,新辣道所用的梭边鱼，源自四川金沙江的野生人工驯化鱼种，遵循严格的科学养殖方法，严格控制环境和池水温度，严格控制鱼的养殖密度，养殖周期仅有五十八天。自贡乃千年盐都，井盐之卤，取自百丈幽泉，未经污染，采用古法小灶，蒸云煮雾，其味中正绵厚，不枯不涩。古法腌菜，采用四川基地天然绿色生产基地的优质蔬菜，使用流传数百年的巨大土陶缸，添加小灶井盐和数十种调料，密封后将陶缸半埋入土，采用此法腌制的酸菜，自然健康，口感爽脆，醇香鲜美。,,False,1,26,59369,True,False
鲜有基参鸡汤(五棵松店),157721706,韩国菜,,0,,5,74,63,五棵松,17,39.91002,116.276689,海淀区复兴路华熙LIVE·下沉广场西区牛啤堂对面（地铁五棵松站附近）,-1,"6,",,单人餐63元起;93代100元;,周一至周日 10:30-22:00,010-68155450/15011065932,59343,,,False,1,708,59343,True,False
木屋烧烤(国展店),2472350,烤串,木屋烧烤,27864,http://p0.meituan.net/poi/6dac7fb52b2cb64681f1f41724e13f4812073.png,4.2,67,299,三元桥,14,39.9637,116.44201,朝阳区七圣南路西坝河中里6号（近国展后门）,,"144,",有停车位,5-6人餐299元，11-12人餐599元;,周一至周日 11:00-01:00,17310189162,59292,木屋烧烤，创始于2003年，是知名中式烧烤连锁企业。目前拥有直营门店30余家，主要分布于广东省、北京市，麾下拥有木屋烧烤、木屋户外两大品牌。 木屋烧烤，以中式烧烤为主调，**限度的保留食材的新鲜与美味，始终致力于对卓越用户体验与绿色生活方式的追求，悉心打造中式第三生活空间，为您提供一片私属小天地，还您生活的快乐自然。 木屋户外，专业承接中高端商务聚餐、私人订制派对，专业团队上门，活动策划、组织一条龙服务；同时户外淘宝店出售各类半成品烧烤食材、便携式烤炉等烧烤用品、用具。 木屋烧烤，恭候您光临品鉴！”,,False,0,0,59292,True,False
芦月轩羊蝎子(刘家窑店),273982,羊蝎子,芦月轩,957116,,5,66,89.9,刘家窑/宋家庄,20,39.855994,116.42416,丰台区刘家窑横七条16号院3号楼（铁营医院东门对面）,,"87,",,3-4人餐246元;89.9代100元;,周一至周日 11:00-23:00,010-67632828,59245,冲着他家羊蝎子来的。“扑鼻”的香气让人食指大动，肉炖得“很烂”，骨髓“多”，味道“美极了”；分量还“相当足”，“两三个人吃小锅就够了”。要是再点些宽粉、炸腐竹什么的涮在里面，得撑个“肚歪”。价格也“挺实惠”。只是服务“差了些”，“没眼力见儿”。,,False,0,267,59245,True,False
大鸭梨烤鸭店(花园村店),282337,烤鸭,大鸭梨,24976,http://p1.meituan.net/poi/a45acee85a01c13509676b448324d2f86549.png,4.2,63,88,航天桥,17,39.932058,116.323281,海淀区车公庄西路18号（中国船舶对面）,,"1251,1475,1474,",,满100减12（买单立享）;双人餐199元，3-4人餐298元，6-7人餐588元，9-10人餐888元;88代100元;,周一至周日 11:00-14:00 17:00-21:30,010-68473054/4007328080,59194,大鸭梨烤鸭店，老远就看见了就会让人想象到那张憨态可掬的笑脸，夸张的卡通造型像鸭又像梨，透着一份亲切。大鸭梨的陈设典雅大方，色调明快柔和，更显独特韵味。大鸭梨的饭菜好吃不贵。不论档次高低，每一道菜都被烹制得有形有色更有味，虽是家常，却不寻常低廉的价位更是难得，许多人干脆将这里当作自家饭厅，优质烤鸭：色泽红艳，肉质细嫩，味道醇厚，肥而不腻的特色，色泽略黄，柔软淡香，夹卷其他荤素食物用，为宴席常用面点，更是家常风味小吃,,False,1,429,59194,True,False
辣府(三里屯店),40582820,四川火锅,辣府,1033619,http://p1.meituan.net/poi/ab89fb9532da38c6cf3a64c50c80300e20958.png,4.1,102,89,三里屯/工体,14,39.936725,116.455028,朝阳区三里屯路33号3.3大厦3层3006,3,"124,123,",,双人餐149元;89代100元，90代100元;,周一至周日 11:00-00:30,010-51365576,59143,辣府北京三里屯店历时一年多的筹备，十个月严谨规范的内部调试，终于在今天和北京的朋友见面，辣府北京三里屯店坐落于北京闻名遐迩的三里屯商圈，相信辣府的诚意可以在帝都点燃一股麻辣狂潮。,,False,1,1326,59143,True,False
新辣道(世纪金源店),2385245,鱼火锅,新辣道,1833433,http://p0.meituan.net/poi/26ef5d50481923db677d37085ce964e322599.png,3.9,95,91,远大路,17,39.958716,116.290063,海淀区远大路1号世纪金源购物中心5层5-06-A号,5,"1269,1268,",免费停车,每满100减9（买单立享）;91代100元;,周一至周日 10:00-22:00,010-88895537,59094,新辣道所用的梭边鱼，源自四川金沙江的野生人工驯化鱼种，遵循严格的科学养殖方法，严格控制环境和池水温度，严格控制鱼的养殖密度，养殖周期仅有五十八天。自贡乃千年盐都，井盐之卤，取自百丈幽泉，未经污染，采用古法小灶，蒸云煮雾，其味中正绵厚，不枯不涩。古法腌菜，采用四川基地天然绿色生产基地的优质蔬菜，使用流传数百年的巨大土陶缸，添加小灶井盐和数十种调料，密封后将陶缸半埋入土，采用此法腌制的酸菜，自然健康，口感爽脆，醇香鲜美。,,False,1,27,59094,True,False
比格比萨自助(密云店),279628,披萨,比格比萨,683881,http://p0.meituan.net/poi/267f05ae182636a4e53beaf973efaacc37889.png,3.9,69,59,密云县县城,2074,40.375391,116.846255,密云区鼓楼南大街4号红云楼2层,,,,单人午/晚餐59元起;,"周一至周五 11:00-14:30 17:00-21:00  周六,周日 10:30-21:00",010-89085116,59012,企业简介Enterprise Brief Introduction 比格比萨创立于2002年，是经营自助比萨为主，兼营零点及外卖的休闲餐厅，历经十多年的发展，比格自助比萨这个连锁品牌，得到了众多消费群体的喜爱。目前比格拥有150多家连锁餐厅，遍布全国20多个省50多个城市。 休闲Leisure 百余款丰富多样的美食，口味地道的纯手工比萨，营养健康的果蔬沙拉，精选西式热菜和甜品……还有餐饮流行风尚的主推新品，随意盛取，不限量。休闲浪漫的环境、温暖周到的服务让您轻松惬意无拘束。 时尚 Fashion 用餐环境简约时尚，全开放舞台式厨房，独有的明厨设计，使您边享受各式美味，边欣赏制作比萨的过程；独创的比格“比萨吧”，既能让厨师量身定做您想吃的比萨，又能受厨师专业指导，自己动手DIY比萨。 健康Health 比格追求高品质，与国际好原料供应商构建了高品质产品体系，奶制品的供应均来自纯净新西兰，调料从全球最好的产地采集，松软的饼底选自优质的小麦意大利品质，肉类食品与五大知名品牌合作，100%保证肉质来源，新鲜果蔬当日配送。严格的选料加上标准的制作确保了比格科学健康、营养均衡的产品出品，让您放心、安心、舒心。 特色Vitality 做中国人喜爱的特色比萨 Do the Chinese love pizza specialties 专业研发人员的经验积累和持续创新形成了比格既符合西餐流行趋势，又适合中国人口味的产品特色。在坚持制作高品质比萨的同时，还不断的探索研究新的比萨品种，继传统的厚饼比萨、薄饼比萨后，比格又独创了双层比萨，深受顾客的喜爱。比格致力于做中国人喜爱的特色比萨！ 比格官网地址：www.bigpizza.bj.cn,,False,1,236,59012,True,False
汉釜宫自助烤肉(直营总店),150660168,烤肉自助,,0,,3.1,78,78,刘家窑/宋家庄,20,39.846383,116.427371,丰台区宋庄路67号首开福茂3层,3,"1281,158,88,",,单人午/晚餐78元，其他156元，其他295元，[6]人午/晚餐432元;,周一至周日 11:00-14:30 17:00-21:30,010-57468898,58989,,,False,0,515,58989,True,False
吉野家(大北窑店),285350,日式快餐,吉野家,26363,http://p1.meituan.net/poi/701df473397a9a489e7ed59bae855d8741844.png,4.2,19,1.99,国贸/建外,14,39.90635,116.46073,朝阳区东三环中路39号建外SOHOA座104室（近国贸地铁站）,0,"20,127,19,",,单人餐1.9元起，13元鱼香肉丝套餐，18元B8鸭腿饭，2-3人餐65元;,"周一至周五 07:30-00:00 周六,周日 08:00-00:00",010-59002410,58573,吉野家是一家享有百年历史的著名日本牛肉饭专门店，始创於1899年，良心品质风行百年。吉野家一直以良心品质为本，所有食品均采用精选上等材料烹制而成，即叫即制，务求给予顾客最新鲜、**品质的食品。为了能令顾客无论何时何地都能品尝到少有的味美，吉野家一直始终如一地追求贯注「良心」的「真正品质」，为大家提供快速的服务，舒适的环境以及品质优良、价格合理的美食。日式快餐店。厅堂“干净明亮”，服务“快捷周到”，食物“原汁原味”，“营养健康”。牛肉饭“最经典”，肉“又嫩又香”，米饭“粒粒分明”。一些分店还连着DQ，吃完饭来份“暴风雪”，“爽就一个字”。,,False,1,497,58573,True,False
粗粮人家(簋街店),4915556,东北菜,粗粮人家,876175,http://p1.meituan.net/poi/de20d670f4bce4d8a78209020d6c81fc40411.png,5,57,95,东直门,15,39.941388,116.430145,东城区东直门内大街5-5号（来福士大厦北面）,,"37,145,214,36,",,95代100元;,周一至周日 全天,010-64051808,58523,粗粮人家是一家主营东北菜的餐厅，粗粮不得不尝，不仅美味，还富含营养，值得推荐。菜品味道不错，酸甜口的锅包肉做得很正宗，酱腔骨菜的分量很足，酸菜是北方的酸菜，杀猪菜、锅包肉等东北经典菜品都很正宗（美图网摄影师：朱兴华）,,False,1,315,58523,True,False
伊豆野菜村(祥云小镇店),73869918,日式火锅,伊豆野菜村,2886246,,5,164,126,顺义区,708,40.087367,116.537534,顺义区安泰大街6号院祥云小镇南区6号楼底商,1,,,单人午餐126元，单人午餐142元;,周一至周日 11:00-14:00 17:00-21:30,010-61460812,58465,,,False,0,205,58465,False,False
蝎王府羊蝎子(兴华大街店),4887466,羊蝎子,蝎王府,997313,http://p0.meituan.net/poi/280370b5638e0210a4a90e89e331dbb725219.png,4.8,72,89.9,黄村,4752,39.723047,116.333209,大兴区兴华大街车站北里甲21号（北京建筑大学附属中学旁）,,null,免费停车,2-3人餐168元，2-3人餐198元，5-6人餐298元;89.9代100元;,周一至周日 10:30-23:30,010-69293277,58405,蝎王府在我国北方已有300多年的历史，因其富含钙质而且易于吸收， 故而在民间中常有以此为土方医治骨质疏松。蝎王府经多年潜心钻研，在其原 清汤的基础上加入30多种纯天然中药材香料精心熬制老汤，以内蒙古锡盟和乌 盟两地区的5-6个月大的羔羊经泡、挑、烧、煨、焖等十几道工序方可出锅， 其味微麻、微辣、不膻不腻，既保存了原清汤火锅的营养精华，又迎合现代人 的口味。北京“蝎王府”餐饮集团不断的推陈部出新，以其卓越的品质为餐饮 业做出巨大贡献。被京城百姓誉为“京城蝎王”,,False,1,548,58405,True,False
千岛炭火烤肉(天通苑店),5052254,中式烧烤,景福千岛烤肉,2568545,,4.5,73,92,天通苑,4750,40.057635,116.411661,昌平区中东路5号院7号楼上善医院西侧,,"69,139,68,",免费提供20个停车位,每满100减8（买单立享）;2-3人餐228元，4-5人餐288元;92代100元;,周一至周日 11:00-23:30  2019-02-01至2019-02-10 休息,010-56171999,58386,,,False,0,184,58386,True,False
温野菜日本涮涮锅(世纪金源店),160233122,日式火锅,,0,,5,172,149,远大路,17,39.958841,116.290799,海淀区远大路1号世纪金源购物中心五层E段5410（星美影城旁）,5,"1269,1268,",,单人晚餐149元，单人午/晚餐175元，单人晚餐185元，单人午/晚餐214元;,周一至周日 11:00-14:00 17:00-21:00,010-88469710,58344,,,False,0,502,58344,False,False
风渡嘉荷西餐厅 Windy City,372369,美国菜,风渡嘉荷西餐厅 Windy City,1155161,,3.7,118,90,清河,17,40.040071,116.363194,海淀区永泰庄北路9号旁门平房,,"93,",,单人餐138元，双人餐398元;90代100元;,周一至周日 10:30-22:00,010-62997177/18513569807,58337,风渡嘉荷西餐厅 Windy City“永远都有新鲜的菜品”，木质结构的餐厅、玻璃阳光房、吧台、露台、诡谲与媚惑的舞姿扣人心弦，幽暗的声光令人着迷。在“布吉一乌吉”的节奏里，人们已经分不清置身于其中的是老海报里的性感尤物，还是身边迷离而俏皮的眼瞳。Windy City永远热爱新鲜的故事，以美国三十年代复古风格为主题，力求为您营造地道而富有质感的西餐情调,,False,1,251,58337,True,False
大渔铁板烧(万柳中路店),266564,综合自助,,0,,4.3,242,226,万柳,17,39.966475,116.297029,海淀区万柳中路15号(海淀国税斜对面),,"1268,108,1269,5277,",,单人午/晚餐226元起;,周一至周日 11:00-22:00,010-82566044/82565704,58117,大观铁板烧位于长安街东线，建外soho的标志性建筑SK大厦内，从环境、服务，再到美食，都让客人感觉舒适优雅，大观铁板烧的用餐形式和很多高端铁板烧一样，分为自助餐与单点餐两种，缤纷菜系，丰盛选择，让你在美味“大观”中轻松游荡。,,False,0,251,58117,True,False
九门轩烤鸭店(前门店),97306475,烤鸭,,0,,5,50,90,前门/大栅栏,16,39.895157,116.397633,西城区粮食店街17号一层,,"1456,4877,31,1463,",,每满100减8（买单立享）;双人餐108元，2-3人餐125元，4人餐208元，4-6人餐258元;90代100元;,周一至周日 10:00-22:30  2019-09-30至2019-10-01 休息,13552874970,57646,,,False,1,1238,57646,True,False
西贝莜面村(中关村欧美汇店),4150950,西北菜,西贝莜面村,29521,http://p0.meituan.net/poi/51c27267ebe2f60eab89ab4042cb2eff46961.png,4.1,73,92,中关村,17,39.979273,116.313963,海淀区丹棱街1号欧美汇购物中心4层,4,"48,110,47,109,",有停车位,双人餐136元起，4人餐291元起;92代100元;,"周六,周日 11:00-21:30  周一至周五 11:00-14:30 17:00-21:30",010-62683600,57586,“大牌美食护照”是美团推出的特别产品，目前只在北京、上海、深圳三个城市出现，有多种面值，并有折扣优惠。“大牌美食护照”会覆盖更多的城市、更多的大牌美食。对于广大美团的会员，我们希望这本护照越来越争气，可以在越来越多的大牌美食店实现“落地签”。 另外，“大牌美食护照”特别适合用来送礼，当你购买后，你可以通过微信把你这张护照的密码发给你想感谢的人，他们拿着护照密码到这些城市的大牌美食店验证，就可以享用好吃的啦。,,False,1,69,57586,True,False
